"year","multyear","sample","serial","cbserial","numprec","hhwt","cluster","stateicp","puma","city","strata","gq","gqtype","gqtyped","ownershp","ownershpd","mortgage","owncost","rentgrs","hhincome","valueh","rooms","unitsstr","pernum","perwt","famsize","age","race","raced","hispan","hispand","ancestr1","ancestr1d","citizen","speakeng","tribe","tribed","hcovany","school","educ","educd","gradeatt","gradeattd","schltype","empstat","empstatd","labforce","occ","ind","poverty","stateicp_f","puma_f","city_f","strata_f","gq_f","gqtype_f","gqtyped_f","ownershp_f","ownershpd_f","mortgage_f","owncost_f","rentgrs_f","hhincome_f","valueh_f","rooms_f","unitsstr_f","pernum_f","perwt_f","famsize_f","age_f","race_f","raced_f","hispan_f","hispand_f","ancestr1_f","ancestr1d_f","citizen_f","speakeng_f","tribe_f","tribed_f","hcovany_f","school_f","educ_f","educd_f","gradeatt_f","gradeattd_f","schltype_f","empstat_f","empstatd_f","labforce_f","occ_f","ind_f","poverty_f"
2012,2008,201205,1921682,2008000017860,6,13,2012019216825,21,3519,1190,351917,1,0,0,1,13,3,1936,0,150664,230000,10,3,5,12,6,7,2,200,0,0,902,9020,0,3,0,0,2,1,1,16,0,0,1,0,0,0,0,0,485,"Illinois","3519","Chicago, IL","351917","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","1936","N/A","150664","230000","10","1-family house, detached","5","12","6","7","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Nursery school to grade 4","Grade 3","N/A","N/A","Not enrolled","N/A","N/A","N/A","","","485"
2012,2008,201205,1921682,2008000017860,6,13,2012019216825,21,3519,1190,351917,1,0,0,1,13,3,1936,0,150664,230000,10,3,6,19,6,83,2,200,0,0,902,9020,0,3,0,0,2,1,10,101,0,0,1,3,30,1,0,0,485,"Illinois","3519","Chicago, IL","351917","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","1936","N/A","150664","230000","10","1-family house, detached","6","19","6","83","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","4 years of college","Bachelor's degree","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","485"
2012,2008,201205,1921684,2008000018073,2,31,2012019216845,21,3514,1190,351417,1,0,0,2,22,0,99999,939,33078,9999999,5,7,1,30,2,59,2,200,0,0,902,9020,0,3,0,0,1,2,7,71,6,60,3,1,10,2,3650,8270,219,"Illinois","3514","Chicago, IL","351417","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","939","33078","N/A","5","5-9 family building","1","30","2 family members present","59","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","No health insurance coverage","Yes, in school","1 year of college","1 or more years of college credit, no degree","College undergraduate","College undergraduate","Private school (1960,1990-2000,ACS,PRCS)","Employed","At work","Yes, in the labor force","3650","8270","219"
2012,2008,201205,1921684,2008000018073,2,31,2012019216845,21,3514,1190,351417,1,0,0,2,22,0,99999,939,33078,9999999,5,7,2,48,2,40,2,200,0,0,902,9020,0,3,0,0,1,1,7,71,0,0,1,3,30,1,6260,770,219,"Illinois","3514","Chicago, IL","351417","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","939","33078","N/A","5","5-9 family building","2","48","2 family members present","40","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","No health insurance coverage","No, not in school","1 year of college","1 or more years of college credit, no degree","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","6260","770","219"
2012,2008,201205,1921687,2008000018118,4,28,2012019216875,21,3511,1190,351117,1,0,0,2,22,0,99999,1067,85693,9999999,4,6,1,28,4,39,1,100,1,100,210,2101,3,5,0,0,1,1,4,40,0,0,1,2,20,2,9620,7580,375,"Illinois","3511","Chicago, IL","351117","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","1067","85693","N/A","4","3-4 family building","1","28","4","39","White","White","Mexican","Mexican","Mexican","Mexican (1990-2000, ACS, PRCS)","Not a citizen","Yes, speaks well","Not applicable or blank","Not applicable or blank","No health insurance coverage","No, not in school","Grade 10","Grade 10","N/A","N/A","Not enrolled","Unemployed","Unemployed","Yes, in the labor force","9620","7580","375"
2012,2008,201205,1921687,2008000018118,4,28,2012019216875,21,3511,1190,351117,1,0,0,2,22,0,99999,1067,85693,9999999,4,6,2,34,4,17,1,100,1,100,210,2101,0,4,0,0,1,2,5,50,5,53,2,1,10,2,4720,8680,375,"Illinois","3511","Chicago, IL","351117","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","1067","85693","N/A","4","3-4 family building","2","34","4","17","White","White","Mexican","Mexican","Mexican","Mexican (1990-2000, ACS, PRCS)","N/A","Yes, speaks very well","Not applicable or blank","Not applicable or blank","No health insurance coverage","Yes, in school","Grade 11","Grade 11","Grade 9 to grade 12","Grade 11","Public school","Employed","At work","Yes, in the labor force","4720","8680","375"
2012,2008,201205,1921687,2008000018118,4,28,2012019216875,21,3511,1190,351117,1,0,0,2,22,0,99999,1067,85693,9999999,4,6,3,33,4,2,1,100,1,100,210,2101,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,375,"Illinois","3511","Chicago, IL","351117","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","1067","85693","N/A","4","3-4 family building","3","33","4","2","White","White","Mexican","Mexican","Mexican","Mexican (1990-2000, ACS, PRCS)","N/A","N/A (Blank)","Not applicable or blank","Not applicable or blank","With health insurance coverage","N/A","N/A or no schooling","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","375"
2012,2008,201205,1921687,2008000018118,4,28,2012019216875,21,3511,1190,351117,1,0,0,2,22,0,99999,1067,85693,9999999,4,6,4,41,4,21,1,100,1,100,210,2101,3,4,0,0,1,1,6,63,0,0,1,1,10,2,4110,8680,375,"Illinois","3511","Chicago, IL","351117","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","1067","85693","N/A","4","3-4 family building","4","41","4","21","White","White","Mexican","Mexican","Mexican","Mexican (1990-2000, ACS, PRCS)","Not a citizen","Yes, speaks very well","Not applicable or blank","Not applicable or blank","No health insurance coverage","No, not in school","Grade 12","Regular high school diploma","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","4110","8680","375"
2012,2008,201205,1921688,2008000018219,2,15,2012019216885,21,3505,1190,350517,1,0,0,1,12,1,474,0,37453,200000,4,9,1,15,1,85,1,100,0,0,20,200,0,3,0,0,2,1,10,101,0,0,1,3,30,1,0,0,256,"Illinois","3505","Chicago, IL","350517","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned free and clear","No, owned free and clear","474","N/A","37453","$200,000+","4","20-49 family building","1","15","1 family member present","85","White","White","Not Hispanic","Not Hispanic","Danish","Danish","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","4 years of college","Bachelor's degree","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","256"
2012,2008,201205,1921688,2008000018219,2,15,2012019216885,21,3505,1190,350517,1,0,0,1,12,1,474,0,37453,200000,4,9,2,22,1,72,1,100,0,0,111,1111,0,3,0,0,2,1,2,26,0,0,1,3,30,1,0,0,91,"Illinois","3505","Chicago, IL","350517","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned free and clear","No, owned free and clear","474","N/A","37453","$200,000+","4","20-49 family building","2","22","1 family member present","72","White","White","Not Hispanic","Not Hispanic","Czechoslovakian","Czech","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Grade 5, 6, 7, or 8","Grade 8","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","91"
2012,2008,201205,1921689,2008000018238,4,34,2012019216895,21,3519,1190,351917,1,0,0,2,22,0,99999,896,42681,9999999,5,5,1,34,4,37,1,100,1,100,210,2101,3,6,0,0,1,1,2,26,0,0,1,1,10,2,6260,770,187,"Illinois","3519","Chicago, IL","351917","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","896","42681","N/A","5","2-family building","1","34","4","37","White","White","Mexican","Mexican","Mexican","Mexican (1990-2000, ACS, PRCS)","Not a citizen","Yes, but not well","Not applicable or blank","Not applicable or blank","No health insurance coverage","No, not in school","Grade 5, 6, 7, or 8","Grade 8","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","6260","770","187"
2012,2008,201205,1921689,2008000018238,4,34,2012019216895,21,3519,1190,351917,1,0,0,2,22,0,99999,896,42681,9999999,5,5,2,31,4,8,1,100,1,100,211,2110,0,4,0,0,2,2,1,15,3,33,3,0,0,0,0,0,187,"Illinois","3519","Chicago, IL","351917","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","896","42681","N/A","5","2-family building","2","31","4","8","White","White","Mexican","Mexican","Mexican American","Mexican American","N/A","Yes, speaks very well","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","Nursery school to grade 4","Grade 2","Grade 1 to grade 4","Grade 3","Private school (1960,1990-2000,ACS,PRCS)","N/A","N/A","N/A","","","187"
2012,2008,201205,1921689,2008000018238,4,34,2012019216895,21,3519,1190,351917,1,0,0,2,22,0,99999,896,42681,9999999,5,5,3,42,4,4,1,100,1,100,211,2110,0,0,0,0,2,2,1,11,1,10,2,0,0,0,0,0,187,"Illinois","3519","Chicago, IL","351917","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","896","42681","N/A","5","2-family building","3","42","4","4","White","White","Mexican","Mexican","Mexican American","Mexican American","N/A","N/A (Blank)","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","Nursery school to grade 4","Nursery school, preschool","Nursery school/preschool","Nursery school/preschool","Public school","N/A","N/A","N/A","","","187"
2012,2008,201205,1921689,2008000018238,4,34,2012019216895,21,3519,1190,351917,1,0,0,2,22,0,99999,896,42681,9999999,5,5,4,36,4,42,1,100,1,100,210,2101,3,6,0,0,1,1,6,63,0,0,1,3,30,1,0,0,187,"Illinois","3519","Chicago, IL","351917","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","896","42681","N/A","5","2-family building","4","36","4","42","White","White","Mexican","Mexican","Mexican","Mexican (1990-2000, ACS, PRCS)","Not a citizen","Yes, but not well","Not applicable or blank","Not applicable or blank","No health insurance coverage","No, not in school","Grade 12","Regular high school diploma","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","187"
2012,2008,201205,1921695,2008000018337,1,15,2012019216955,21,3515,1190,351517,1,0,0,2,22,0,99999,256,11631,9999999,3,9,1,15,1,78,2,200,0,0,999,9990,0,3,0,0,2,1,6,63,0,0,1,3,30,1,0,0,108,"Illinois","3515","Chicago, IL","351517","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","256","11631","N/A","3","20-49 family building","1","15","1 family member present","78","Black/African American","Black/African American","Not Hispanic","Not Hispanic","Not Reported","Not Reported","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Grade 12","Regular high school diploma","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","108"
2012,2008,201205,1921699,2008000018471,2,14,2012019216995,21,3516,1190,351617,1,0,0,1,12,1,720,0,59006,90000,6,3,1,14,2,73,2,200,0,0,336,3360,3,5,0,0,2,1,6,61,0,0,1,3,30,1,0,0,433,"Illinois","3516","Chicago, IL","351617","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned free and clear","No, owned free and clear","720","N/A","59006","90000","6","1-family house, detached","1","14","2 family members present","73","Black/African American","Black/African American","Not Hispanic","Not Hispanic","Haitian","Haitian","Not a citizen","Yes, speaks well","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Grade 12","12th grade, no diploma","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","433"
2012,2008,201205,1921699,2008000018471,2,14,2012019216995,21,3516,1190,351617,1,0,0,1,12,1,720,0,59006,90000,6,3,2,20,2,40,2,200,0,0,940,9400,0,3,0,0,2,1,7,71,0,0,1,1,10,2,5600,6070,433,"Illinois","3516","Chicago, IL","351617","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned free and clear","No, owned free and clear","720","N/A","59006","90000","6","1-family house, detached","2","20","2 family members present","40","Black/African American","Black/African American","Not Hispanic","Not Hispanic","United States","United States","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","1 year of college","1 or more years of college credit, no degree","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","5600","6070","433"
2012,2008,201205,1921703,2008000018640,5,46,2012019217035,21,3513,1190,351317,1,0,0,2,22,0,99999,1227,19420,9999999,4,5,1,47,5,45,1,100,1,100,210,2101,3,1,0,0,1,1,2,23,0,0,1,1,10,2,4760,4770,70,"Illinois","3513","Chicago, IL","351317","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","1227","19420","N/A","4","2-family building","1","47","5","45","White","White","Mexican","Mexican","Mexican","Mexican (1990-2000, ACS, PRCS)","Not a citizen","Does not speak English","Not applicable or blank","Not applicable or blank","No health insurance coverage","No, not in school","Grade 5, 6, 7, or 8","Grade 6","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","4760","4770","70"
